zhen: 1 robot_money: 0 || boat_money: 0
zhen: 569 robot_money: 5865 || boat_money: 0
zhen: 570 robot_money: 5865 || boat_money: 0
zhen: 571 robot_money: 5865 || boat_money: 0
zhen: 572 robot_money: 5865 || boat_money: 0
zhen: 573 robot_money: 5865 || boat_money: 0
zhen: 574 robot_money: 5865 || boat_money: 0
zhen: 575 robot_money: 5865 || boat_money: 0
zhen: 576 robot_money: 6062 || boat_money: 0
zhen: 577 robot_money: 6062 || boat_money: 0
zhen: 578 robot_money: 6062 || boat_money: 0
zhen: 579 robot_money: 6062 || boat_money: 0
zhen: 580 robot_money: 6062 || boat_money: 0
zhen: 581 robot_money: 6062 || boat_money: 0
zhen: 582 robot_money: 6259 || boat_money: 0
zhen: 583 robot_money: 6259 || boat_money: 0
zhen: 584 robot_money: 6259 || boat_money: 0
zhen: 585 robot_money: 6259 || boat_money: 0
zhen: 586 robot_money: 6259 || boat_money: 0
zhen: 587 robot_money: 6259 || boat_money: 0
zhen: 588 robot_money: 6259 || boat_money: 0
zhen: 589 robot_money: 6259 || boat_money: 0
zhen: 590 robot_money: 6259 || boat_money: 0
zhen: 591 robot_money: 6259 || boat_money: 0
zhen: 592 robot_money: 6259 || boat_money: 0
zhen: 593 robot_money: 6259 || boat_money: 0
zhen: 594 robot_money: 6259 || boat_money: 0
zhen: 595 robot_money: 6259 || boat_money: 0
zhen: 596 robot_money: 6259 || boat_money: 0
zhen: 597 robot_money: 6259 || boat_money: 0
zhen: 598 robot_money: 6259 || boat_money: 0
zhen: 599 robot_money: 6259 || boat_money: 0
zhen: 600 robot_money: 6259 || boat_money: 0
zhen: 601 robot_money: 6259 || boat_money: 0
zhen: 602 robot_money: 6259 || boat_money: 0
zhen: 603 robot_money: 6259 || boat_money: 0
zhen: 604 robot_money: 6259 || boat_money: 0
zhen: 605 robot_money: 6259 || boat_money: 0
zhen: 606 robot_money: 6259 || boat_money: 0
zhen: 607 robot_money: 6259 || boat_money: 0
zhen: 608 robot_money: 6259 || boat_money: 0
zhen: 609 robot_money: 6457 || boat_money: 0
zhen: 610 robot_money: 6457 || boat_money: 0
zhen: 611 robot_money: 6457 || boat_money: 0
zhen: 612 robot_money: 6457 || boat_money: 0
zhen: 613 robot_money: 6457 || boat_money: 0
zhen: 614 robot_money: 6457 || boat_money: 0
zhen: 615 robot_money: 6457 || boat_money: 0
zhen: 616 robot_money: 6457 || boat_money: 0
zhen: 617 robot_money: 6457 || boat_money: 0
zhen: 618 robot_money: 6457 || boat_money: 0
zhen: 619 robot_money: 6457 || boat_money: 0
zhen: 620 robot_money: 6457 || boat_money: 0
zhen: 621 robot_money: 6457 || boat_money: 0
zhen: 622 robot_money: 6457 || boat_money: 0
zhen: 623 robot_money: 6457 || boat_money: 0
zhen: 624 robot_money: 6457 || boat_money: 0
zhen: 625 robot_money: 6457 || boat_money: 0
zhen: 626 robot_money: 6457 || boat_money: 0
zhen: 627 robot_money: 6457 || boat_money: 0
zhen: 628 robot_money: 6646 || boat_money: 0
zhen: 629 robot_money: 6646 || boat_money: 0
zhen: 630 robot_money: 6646 || boat_money: 0
zhen: 631 robot_money: 6839 || boat_money: 0
zhen: 632 robot_money: 6839 || boat_money: 0
zhen: 633 robot_money: 6839 || boat_money: 0
zhen: 634 robot_money: 6839 || boat_money: 0
zhen: 635 robot_money: 7025 || boat_money: 0
zhen: 636 robot_money: 7025 || boat_money: 0
zhen: 637 robot_money: 7025 || boat_money: 0
zhen: 638 robot_money: 7025 || boat_money: 0
zhen: 639 robot_money: 7025 || boat_money: 0
zhen: 640 robot_money: 7025 || boat_money: 0
zhen: 641 robot_money: 7224 || boat_money: 0
zhen: 642 robot_money: 7224 || boat_money: 0
zhen: 643 robot_money: 7224 || boat_money: 0
zhen: 644 robot_money: 7224 || boat_money: 0
zhen: 645 robot_money: 7224 || boat_money: 0
zhen: 646 robot_money: 7224 || boat_money: 0
zhen: 647 robot_money: 7224 || boat_money: 0
zhen: 648 robot_money: 7224 || boat_money: 0
zhen: 649 robot_money: 7224 || boat_money: 0
zhen: 650 robot_money: 7224 || boat_money: 0
zhen: 651 robot_money: 7224 || boat_money: 0
zhen: 652 robot_money: 7224 || boat_money: 0
zhen: 653 robot_money: 7224 || boat_money: 0
zhen: 654 robot_money: 7224 || boat_money: 0
zhen: 655 robot_money: 7224 || boat_money: 0
zhen: 656 robot_money: 7224 || boat_money: 0
zhen: 657 robot_money: 7224 || boat_money: 0
zhen: 658 robot_money: 7224 || boat_money: 0
zhen: 659 robot_money: 7224 || boat_money: 0
zhen: 660 robot_money: 7224 || boat_money: 0
zhen: 661 robot_money: 7224 || boat_money: 0
zhen: 662 robot_money: 7224 || boat_money: 0
zhen: 663 robot_money: 7224 || boat_money: 0
zhen: 664 robot_money: 7409 || boat_money: 0
zhen: 665 robot_money: 7409 || boat_money: 0
zhen: 666 robot_money: 7589 || boat_money: 0
zhen: 667 robot_money: 7589 || boat_money: 0
zhen: 668 robot_money: 7589 || boat_money: 0
zhen: 669 robot_money: 7589 || boat_money: 0
zhen: 670 robot_money: 7589 || boat_money: 0
zhen: 671 robot_money: 7589 || boat_money: 0
zhen: 672 robot_money: 7589 || boat_money: 0
zhen: 673 robot_money: 7589 || boat_money: 0
zhen: 674 robot_money: 7670 || boat_money: 0
zhen: 675 robot_money: 7670 || boat_money: 0
zhen: 676 robot_money: 7670 || boat_money: 0
zhen: 677 robot_money: 7670 || boat_money: 0
zhen: 678 robot_money: 7670 || boat_money: 0
zhen: 679 robot_money: 7670 || boat_money: 0
zhen: 680 robot_money: 7670 || boat_money: 0
zhen: 681 robot_money: 7670 || boat_money: 0
zhen: 682 robot_money: 7670 || boat_money: 0
zhen: 683 robot_money: 7670 || boat_money: 0
zhen: 684 robot_money: 7670 || boat_money: 0
zhen: 685 robot_money: 7670 || boat_money: 0
zhen: 686 robot_money: 7670 || boat_money: 0
zhen: 687 robot_money: 7670 || boat_money: 0
zhen: 688 robot_money: 7670 || boat_money: 0
zhen: 689 robot_money: 7670 || boat_money: 0
zhen: 690 robot_money: 7670 || boat_money: 0
zhen: 691 robot_money: 7850 || boat_money: 0
zhen: 692 robot_money: 7850 || boat_money: 0
zhen: 693 robot_money: 7850 || boat_money: 0
zhen: 694 robot_money: 7850 || boat_money: 0
zhen: 695 robot_money: 7850 || boat_money: 0
zhen: 696 robot_money: 7850 || boat_money: 0
zhen: 697 robot_money: 7850 || boat_money: 0
zhen: 698 robot_money: 7850 || boat_money: 0
zhen: 699 robot_money: 8035 || boat_money: 0
zhen: 700 robot_money: 8035 || boat_money: 0
zhen: 701 robot_money: 8035 || boat_money: 0
zhen: 702 robot_money: 8035 || boat_money: 0
zhen: 703 robot_money: 8035 || boat_money: 0
zhen: 704 robot_money: 8035 || boat_money: 0
zhen: 705 robot_money: 8035 || boat_money: 0
zhen: 706 robot_money: 8035 || boat_money: 0
zhen: 707 robot_money: 8035 || boat_money: 0
zhen: 708 robot_money: 8035 || boat_money: 0
zhen: 709 robot_money: 8035 || boat_money: 0
zhen: 710 robot_money: 8035 || boat_money: 0
zhen: 711 robot_money: 8035 || boat_money: 0
zhen: 712 robot_money: 8035 || boat_money: 0
zhen: 713 robot_money: 8035 || boat_money: 0
zhen: 714 robot_money: 8035 || boat_money: 0
zhen: 715 robot_money: 8035 || boat_money: 0
zhen: 716 robot_money: 8035 || boat_money: 0
zhen: 717 robot_money: 8035 || boat_money: 0
zhen: 718 robot_money: 8035 || boat_money: 0
zhen: 719 robot_money: 8035 || boat_money: 0
zhen: 720 robot_money: 8035 || boat_money: 0
zhen: 721 robot_money: 8035 || boat_money: 0
zhen: 722 robot_money: 8035 || boat_money: 0
zhen: 723 robot_money: 8035 || boat_money: 0
zhen: 724 robot_money: 8035 || boat_money: 0
zhen: 725 robot_money: 8232 || boat_money: 0
zhen: 726 robot_money: 8232 || boat_money: 0
zhen: 727 robot_money: 8232 || boat_money: 0
zhen: 728 robot_money: 8232 || boat_money: 0
zhen: 729 robot_money: 8232 || boat_money: 0
zhen: 730 robot_money: 8232 || boat_money: 0
zhen: 731 robot_money: 8232 || boat_money: 0
zhen: 732 robot_money: 8232 || boat_money: 0
zhen: 733 robot_money: 8232 || boat_money: 0
zhen: 734 robot_money: 8232 || boat_money: 0
zhen: 735 robot_money: 8232 || boat_money: 0
zhen: 736 robot_money: 8232 || boat_money: 0
zhen: 737 robot_money: 8232 || boat_money: 0
zhen: 738 robot_money: 8232 || boat_money: 0
zhen: 739 robot_money: 8232 || boat_money: 0
zhen: 740 robot_money: 8232 || boat_money: 0
zhen: 741 robot_money: 8232 || boat_money: 0
zhen: 742 robot_money: 8232 || boat_money: 0
zhen: 743 robot_money: 8232 || boat_money: 0
zhen: 744 robot_money: 8232 || boat_money: 0
zhen: 745 robot_money: 8425 || boat_money: 0
zhen: 746 robot_money: 8425 || boat_money: 0
zhen: 747 robot_money: 8425 || boat_money: 0
zhen: 748 robot_money: 8425 || boat_money: 0
zhen: 749 robot_money: 8425 || boat_money: 0
zhen: 750 robot_money: 8425 || boat_money: 0
zhen: 751 robot_money: 8425 || boat_money: 0
zhen: 752 robot_money: 8425 || boat_money: 0
zhen: 753 robot_money: 8425 || boat_money: 0
zhen: 754 robot_money: 8425 || boat_money: 0
zhen: 755 robot_money: 8425 || boat_money: 0
zhen: 756 robot_money: 8425 || boat_money: 0
zhen: 757 robot_money: 8425 || boat_money: 0
zhen: 758 robot_money: 8425 || boat_money: 0
zhen: 759 robot_money: 8610 || boat_money: 0
zhen: 760 robot_money: 8810 || boat_money: 0
zhen: 761 robot_money: 8810 || boat_money: 0
zhen: 762 robot_money: 9007 || boat_money: 0
zhen: 763 robot_money: 9007 || boat_money: 0
zhen: 764 robot_money: 9188 || boat_money: 0
zhen: 765 robot_money: 9188 || boat_money: 0
zhen: 766 robot_money: 9188 || boat_money: 0
zhen: 767 robot_money: 9188 || boat_money: 0
zhen: 768 robot_money: 9188 || boat_money: 0
zhen: 769 robot_money: 9188 || boat_money: 0
zhen: 770 robot_money: 9188 || boat_money: 0
zhen: 771 robot_money: 9188 || boat_money: 0
zhen: 772 robot_money: 9188 || boat_money: 0
zhen: 773 robot_money: 9188 || boat_money: 0
zhen: 774 robot_money: 9188 || boat_money: 0
zhen: 775 robot_money: 9188 || boat_money: 0
zhen: 776 robot_money: 9188 || boat_money: 0
zhen: 777 robot_money: 9371 || boat_money: 0
zhen: 778 robot_money: 9371 || boat_money: 0
zhen: 779 robot_money: 9371 || boat_money: 0
zhen: 780 robot_money: 9371 || boat_money: 0
zhen: 781 robot_money: 9371 || boat_money: 0
zhen: 782 robot_money: 9371 || boat_money: 0
zhen: 783 robot_money: 9371 || boat_money: 0
zhen: 784 robot_money: 9371 || boat_money: 0
zhen: 785 robot_money: 9561 || boat_money: 0
zhen: 786 robot_money: 9561 || boat_money: 0
zhen: 787 robot_money: 9561 || boat_money: 0
zhen: 788 robot_money: 9561 || boat_money: 0
zhen: 789 robot_money: 9561 || boat_money: 0
zhen: 790 robot_money: 9561 || boat_money: 0
zhen: 791 robot_money: 9931 || boat_money: 0
zhen: 792 robot_money: 9931 || boat_money: 0
zhen: 793 robot_money: 9931 || boat_money: 0
zhen: 794 robot_money: 9931 || boat_money: 0
zhen: 795 robot_money: 9931 || boat_money: 0
zhen: 796 robot_money: 9931 || boat_money: 0
zhen: 797 robot_money: 9931 || boat_money: 0
zhen: 798 robot_money: 9931 || boat_money: 0
zhen: 799 robot_money: 9931 || boat_money: 0
zhen: 800 robot_money: 9931 || boat_money: 0
zhen: 801 robot_money: 9931 || boat_money: 0
zhen: 802 robot_money: 9931 || boat_money: 0
zhen: 803 robot_money: 9931 || boat_money: 0
zhen: 804 robot_money: 9931 || boat_money: 0
zhen: 805 robot_money: 9931 || boat_money: 0
zhen: 806 robot_money: 9931 || boat_money: 0
zhen: 807 robot_money: 9931 || boat_money: 0
zhen: 808 robot_money: 9931 || boat_money: 0
zhen: 809 robot_money: 10114 || boat_money: 0
zhen: 810 robot_money: 10114 || boat_money: 0
zhen: 811 robot_money: 10114 || boat_money: 0
zhen: 812 robot_money: 10114 || boat_money: 0
zhen: 813 robot_money: 10114 || boat_money: 0
zhen: 814 robot_money: 10114 || boat_money: 0
zhen: 815 robot_money: 10114 || boat_money: 0
zhen: 816 robot_money: 10114 || boat_money: 0
zhen: 817 robot_money: 10305 || boat_money: 0
zhen: 818 robot_money: 10305 || boat_money: 0
zhen: 819 robot_money: 10305 || boat_money: 0
zhen: 820 robot_money: 10305 || boat_money: 0
zhen: 821 robot_money: 10305 || boat_money: 0
zhen: 822 robot_money: 10305 || boat_money: 0
zhen: 823 robot_money: 10305 || boat_money: 0
zhen: 824 robot_money: 10305 || boat_money: 0
zhen: 825 robot_money: 10305 || boat_money: 0
zhen: 826 robot_money: 10305 || boat_money: 0
zhen: 827 robot_money: 10305 || boat_money: 0
zhen: 828 robot_money: 10305 || boat_money: 0
zhen: 829 robot_money: 10305 || boat_money: 0
zhen: 830 robot_money: 10305 || boat_money: 0
zhen: 831 robot_money: 10305 || boat_money: 0
zhen: 832 robot_money: 10305 || boat_money: 0
zhen: 833 robot_money: 10305 || boat_money: 0
zhen: 834 robot_money: 10305 || boat_money: 0
zhen: 835 robot_money: 10305 || boat_money: 0
zhen: 836 robot_money: 10305 || boat_money: 0
zhen: 837 robot_money: 10305 || boat_money: 0
zhen: 838 robot_money: 10305 || boat_money: 0
zhen: 839 robot_money: 10305 || boat_money: 0
zhen: 840 robot_money: 10305 || boat_money: 0
zhen: 841 robot_money: 10305 || boat_money: 0
zhen: 842 robot_money: 10305 || boat_money: 0
zhen: 843 robot_money: 10500 || boat_money: 0
zhen: 844 robot_money: 10500 || boat_money: 0
zhen: 845 robot_money: 10500 || boat_money: 0
zhen: 846 robot_money: 10500 || boat_money: 0
zhen: 847 robot_money: 10500 || boat_money: 0
zhen: 848 robot_money: 10500 || boat_money: 0
zhen: 849 robot_money: 10500 || boat_money: 0
zhen: 850 robot_money: 10500 || boat_money: 0
zhen: 851 robot_money: 10500 || boat_money: 0
zhen: 852 robot_money: 10683 || boat_money: 0
zhen: 853 robot_money: 10883 || boat_money: 0
zhen: 854 robot_money: 10883 || boat_money: 0
zhen: 855 robot_money: 10883 || boat_money: 0
zhen: 856 robot_money: 10883 || boat_money: 0
zhen: 857 robot_money: 10883 || boat_money: 0
zhen: 858 robot_money: 11063 || boat_money: 0
zhen: 859 robot_money: 11063 || boat_money: 0
zhen: 860 robot_money: 11063 || boat_money: 0
zhen: 861 robot_money: 11063 || boat_money: 0
zhen: 862 robot_money: 11063 || boat_money: 0
zhen: 863 robot_money: 11063 || boat_money: 0
zhen: 864 robot_money: 11063 || boat_money: 0
zhen: 865 robot_money: 11063 || boat_money: 0
zhen: 866 robot_money: 11063 || boat_money: 0
zhen: 867 robot_money: 11063 || boat_money: 0
zhen: 868 robot_money: 11063 || boat_money: 0
zhen: 869 robot_money: 11063 || boat_money: 0
zhen: 870 robot_money: 11063 || boat_money: 0
zhen: 871 robot_money: 11251 || boat_money: 0
zhen: 872 robot_money: 11437 || boat_money: 0
zhen: 873 robot_money: 11437 || boat_money: 0
zhen: 874 robot_money: 11437 || boat_money: 0
zhen: 875 robot_money: 11437 || boat_money: 0
zhen: 876 robot_money: 11437 || boat_money: 0
zhen: 877 robot_money: 11437 || boat_money: 0
zhen: 878 robot_money: 11437 || boat_money: 0
zhen: 879 robot_money: 11437 || boat_money: 0
zhen: 880 robot_money: 11437 || boat_money: 0
zhen: 881 robot_money: 11437 || boat_money: 0
zhen: 882 robot_money: 11437 || boat_money: 0
zhen: 883 robot_money: 11437 || boat_money: 0
zhen: 884 robot_money: 11437 || boat_money: 0
zhen: 885 robot_money: 11437 || boat_money: 0
zhen: 886 robot_money: 11437 || boat_money: 0
zhen: 887 robot_money: 11437 || boat_money: 0
zhen: 888 robot_money: 11437 || boat_money: 0
zhen: 889 robot_money: 11437 || boat_money: 0
zhen: 890 robot_money: 11437 || boat_money: 0
zhen: 891 robot_money: 11631 || boat_money: 0
zhen: 892 robot_money: 11631 || boat_money: 0
zhen: 893 robot_money: 11822 || boat_money: 0
zhen: 894 robot_money: 11822 || boat_money: 0
zhen: 895 robot_money: 11822 || boat_money: 0
zhen: 896 robot_money: 11822 || boat_money: 0
zhen: 897 robot_money: 11822 || boat_money: 0
zhen: 898 robot_money: 11822 || boat_money: 0
zhen: 899 robot_money: 11822 || boat_money: 0
zhen: 900 robot_money: 11822 || boat_money: 0
zhen: 901 robot_money: 11822 || boat_money: 0
zhen: 902 robot_money: 11822 || boat_money: 0
zhen: 903 robot_money: 12005 || boat_money: 0
zhen: 904 robot_money: 12005 || boat_money: 0
zhen: 905 robot_money: 12005 || boat_money: 0
zhen: 906 robot_money: 12005 || boat_money: 0
zhen: 907 robot_money: 12005 || boat_money: 0
zhen: 908 robot_money: 12005 || boat_money: 0
zhen: 909 robot_money: 12005 || boat_money: 0
zhen: 910 robot_money: 12005 || boat_money: 0
zhen: 911 robot_money: 12005 || boat_money: 0
zhen: 912 robot_money: 12005 || boat_money: 0
zhen: 913 robot_money: 12005 || boat_money: 0
zhen: 914 robot_money: 12005 || boat_money: 0
zhen: 915 robot_money: 12005 || boat_money: 0
zhen: 916 robot_money: 12005 || boat_money: 0
zhen: 917 robot_money: 12005 || boat_money: 0
zhen: 918 robot_money: 12005 || boat_money: 0
zhen: 919 robot_money: 12005 || boat_money: 0
zhen: 920 robot_money: 12005 || boat_money: 0
zhen: 921 robot_money: 12005 || boat_money: 0
zhen: 922 robot_money: 12005 || boat_money: 0
zhen: 923 robot_money: 12005 || boat_money: 0
zhen: 924 robot_money: 12005 || boat_money: 0
zhen: 925 robot_money: 12005 || boat_money: 0
zhen: 926 robot_money: 12005 || boat_money: 0
zhen: 927 robot_money: 12199 || boat_money: 0
zhen: 928 robot_money: 12199 || boat_money: 0
zhen: 929 robot_money: 12199 || boat_money: 0
zhen: 930 robot_money: 12199 || boat_money: 0
zhen: 931 robot_money: 12199 || boat_money: 0
zhen: 932 robot_money: 12199 || boat_money: 0
zhen: 933 robot_money: 12199 || boat_money: 0
zhen: 934 robot_money: 12199 || boat_money: 0
zhen: 935 robot_money: 12199 || boat_money: 0
zhen: 936 robot_money: 12199 || boat_money: 0
zhen: 937 robot_money: 12199 || boat_money: 0
zhen: 938 robot_money: 12199 || boat_money: 0
zhen: 939 robot_money: 12199 || boat_money: 0
zhen: 940 robot_money: 12199 || boat_money: 0
zhen: 941 robot_money: 12199 || boat_money: 0
zhen: 942 robot_money: 12199 || boat_money: 0
zhen: 943 robot_money: 12199 || boat_money: 0
zhen: 944 robot_money: 12199 || boat_money: 0
zhen: 945 robot_money: 12199 || boat_money: 0
zhen: 946 robot_money: 12199 || boat_money: 0
zhen: 947 robot_money: 12199 || boat_money: 0
zhen: 948 robot_money: 12199 || boat_money: 0
zhen: 949 robot_money: 12199 || boat_money: 0
zhen: 950 robot_money: 12199 || boat_money: 0
zhen: 951 robot_money: 12199 || boat_money: 0
zhen: 952 robot_money: 12199 || boat_money: 0
zhen: 953 robot_money: 12199 || boat_money: 0
zhen: 954 robot_money: 12399 || boat_money: 0
zhen: 955 robot_money: 12399 || boat_money: 0
zhen: 956 robot_money: 12399 || boat_money: 0
zhen: 957 robot_money: 12399 || boat_money: 0
zhen: 958 robot_money: 12399 || boat_money: 0
zhen: 959 robot_money: 12399 || boat_money: 0
zhen: 960 robot_money: 12399 || boat_money: 0
zhen: 961 robot_money: 12399 || boat_money: 0
zhen: 962 robot_money: 12399 || boat_money: 0
zhen: 963 robot_money: 12399 || boat_money: 0
zhen: 964 robot_money: 12399 || boat_money: 0
zhen: 965 robot_money: 12399 || boat_money: 0
zhen: 966 robot_money: 12599 || boat_money: 0
zhen: 967 robot_money: 12599 || boat_money: 0
zhen: 968 robot_money: 12981 || boat_money: 0
zhen: 969 robot_money: 12981 || boat_money: 0
zhen: 970 robot_money: 12981 || boat_money: 0
zhen: 971 robot_money: 12981 || boat_money: 0
zhen: 972 robot_money: 12981 || boat_money: 0
zhen: 973 robot_money: 12981 || boat_money: 0
zhen: 974 robot_money: 12981 || boat_money: 0
zhen: 975 robot_money: 12981 || boat_money: 0
zhen: 976 robot_money: 12981 || boat_money: 0
zhen: 977 robot_money: 12981 || boat_money: 0
zhen: 978 robot_money: 12981 || boat_money: 0
zhen: 979 robot_money: 12981 || boat_money: 0
zhen: 980 robot_money: 12981 || boat_money: 0
zhen: 981 robot_money: 12981 || boat_money: 0
zhen: 982 robot_money: 13181 || boat_money: 0
zhen: 983 robot_money: 13181 || boat_money: 0
zhen: 984 robot_money: 13181 || boat_money: 0
zhen: 985 robot_money: 13181 || boat_money: 0
zhen: 986 robot_money: 13181 || boat_money: 0
zhen: 987 robot_money: 13181 || boat_money: 0
zhen: 988 robot_money: 13181 || boat_money: 0
zhen: 989 robot_money: 13181 || boat_money: 0
zhen: 990 robot_money: 13181 || boat_money: 0
zhen: 991 robot_money: 13379 || boat_money: 0
zhen: 992 robot_money: 13379 || boat_money: 0
zhen: 993 robot_money: 13379 || boat_money: 0
zhen: 994 robot_money: 13572 || boat_money: 0
zhen: 995 robot_money: 13572 || boat_money: 0
zhen: 996 robot_money: 13572 || boat_money: 0
zhen: 997 robot_money: 13572 || boat_money: 0
zhen: 998 robot_money: 13572 || boat_money: 0
zhen: 999 robot_money: 13572 || boat_money: 0
zhen: 1000 robot_money: 13572 || boat_money: 0
zhen: 1001 robot_money: 13572 || boat_money: 0
zhen: 1002 robot_money: 13630 || boat_money: 0
zhen: 1003 robot_money: 13817 || boat_money: 0
zhen: 1004 robot_money: 13817 || boat_money: 0
zhen: 1005 robot_money: 13817 || boat_money: 0
zhen: 1006 robot_money: 13817 || boat_money: 0
zhen: 1007 robot_money: 13817 || boat_money: 0
zhen: 1008 robot_money: 13817 || boat_money: 0
zhen: 1009 robot_money: 13817 || boat_money: 0
